datetime,description,year,month,day,hour,weekday,10min,mean_lamax,mean_laeq,mean_lceq,mean_lcpeak
2022-02-04 16:40:00,,2022,2,4,16,4,40,,,,
2022-02-04 16:50:00,,2022,2,4,16,4,50,,,,
2022-02-04 17:00:00,,2022,2,4,17,4,0,,,,
2022-02-04 17:10:00,,2022,2,4,17,4,10,,,,
2022-02-04 17:20:00,,2022,2,4,17,4,20,,,,
2022-02-04 17:30:00,,2022,2,4,17,4,30,,,,
2022-02-04 17:40:00,,2022,2,4,17,4,40,,,,
2022-02-04 17:50:00,,2022,2,4,17,4,50,,,,
2022-02-04 18:00:00,,2022,2,4,18,4,0,,,,
2022-02-04 18:10:00,,2022,2,4,18,4,10,,,,
2022-02-04 18:20:00,,2022,2,4,18,4,20,,,,
2022-02-04 18:30:00,,2022,2,4,18,4,30,,,,
2022-02-04 18:40:00,,2022,2,4,18,4,40,,,,
2022-02-04 18:50:00,,2022,2,4,18,4,50,,,,
2022-02-04 19:00:00,,2022,2,4,19,4,0,,,,
2022-02-04 19:10:00,,2022,2,4,19,4,10,,,,
2022-02-04 19:20:00,,2022,2,4,19,4,20,,,,
2022-02-04 19:30:00,,2022,2,4,19,4,30,,,,
2022-02-04 19:40:00,,2022,2,4,19,4,40,,,,
2022-02-04 19:50:00,,2022,2,4,19,4,50,,,,
2022-02-04 20:00:00,,2022,2,4,20,4,0,,,,
2022-02-04 20:10:00,,2022,2,4,20,4,10,,,,
2022-02-04 20:20:00,,2022,2,4,20,4,20,,,,
2022-02-04 20:30:00,,2022,2,4,20,4,30,,,,
2022-02-04 20:40:00,,2022,2,4,20,4,40,,,,
2022-02-04 20:50:00,,2022,2,4,20,4,50,,,,
2022-02-04 21:00:00,,2022,2,4,21,4,0,,,,
2022-02-04 21:10:00,,2022,2,4,21,4,10,,,,
2022-02-04 21:20:00,,2022,2,4,21,4,20,,,,
2022-02-04 21:30:00,,2022,2,4,21,4,30,,,,
2022-02-04 21:40:00,,2022,2,4,21,4,40,,,,
2022-02-04 21:50:00,,2022,2,4,21,4,50,,,,
2022-02-04 22:00:00,,2022,2,4,22,4,0,,,,
2022-02-04 22:10:00,,2022,2,4,22,4,10,,,,
2022-02-04 22:20:00,,2022,2,4,22,4,20,,,,
2022-02-04 22:30:00,,2022,2,4,22,4,30,,,,
2022-02-04 22:40:00,,2022,2,4,22,4,40,,,,
2022-02-04 22:50:00,,2022,2,4,22,4,50,,,,
2022-02-04 23:00:00,,2022,2,4,23,4,0,,,,
2022-02-04 23:10:00,,2022,2,4,23,4,10,,,,
2022-02-04 23:20:00,,2022,2,4,23,4,20,,,,
2022-02-04 23:30:00,,2022,2,4,23,4,30,,,,
2022-02-04 23:40:00,,2022,2,4,23,4,40,,,,
2022-02-04 23:50:00,,2022,2,4,23,4,50,,,,
2022-02-05 00:00:00,,2022,2,5,0,5,0,,,,
2022-02-05 00:10:00,,2022,2,5,0,5,10,,,,
2022-02-05 00:20:00,,2022,2,5,0,5,20,,,,
2022-02-05 00:30:00,,2022,2,5,0,5,30,,,,
2022-02-05 00:40:00,,2022,2,5,0,5,40,,,,
2022-02-05 00:50:00,,2022,2,5,0,5,50,,,,
2022-02-05 01:00:00,,2022,2,5,1,5,0,,,,
2022-02-05 01:10:00,,2022,2,5,1,5,10,,,,
2022-02-05 01:20:00,,2022,2,5,1,5,20,,,,
2022-02-05 01:30:00,,2022,2,5,1,5,30,,,,
2022-02-05 01:40:00,,2022,2,5,1,5,40,,,,
2022-02-05 01:50:00,,2022,2,5,1,5,50,,,,
2022-02-05 02:00:00,,2022,2,5,2,5,0,,,,
2022-02-05 02:10:00,,2022,2,5,2,5,10,,,,
2022-02-05 02:20:00,,2022,2,5,2,5,20,,,,
2022-02-05 02:30:00,,2022,2,5,2,5,30,,,,
2022-02-05 02:40:00,,2022,2,5,2,5,40,,,,
2022-02-05 02:50:00,,2022,2,5,2,5,50,,,,
2022-02-05 03:00:00,,2022,2,5,3,5,0,,,,
2022-02-05 03:10:00,,2022,2,5,3,5,10,,,,
2022-02-05 03:20:00,,2022,2,5,3,5,20,,,,
2022-02-05 03:30:00,,2022,2,5,3,5,30,,,,
2022-02-05 03:40:00,,2022,2,5,3,5,40,,,,
2022-02-05 03:50:00,,2022,2,5,3,5,50,,,,
2022-02-05 04:00:00,,2022,2,5,4,5,0,,,,
2022-02-05 04:10:00,,2022,2,5,4,5,10,,,,
2022-02-05 04:20:00,,2022,2,5,4,5,20,,,,
2022-02-05 04:30:00,,2022,2,5,4,5,30,,,,
2022-02-05 04:40:00,,2022,2,5,4,5,40,,,,
2022-02-05 04:50:00,,2022,2,5,4,5,50,,,,
2022-02-05 05:00:00,,2022,2,5,5,5,0,,,,
2022-02-05 05:10:00,,2022,2,5,5,5,10,,,,
2022-02-05 05:20:00,,2022,2,5,5,5,20,,,,
2022-02-05 05:30:00,,2022,2,5,5,5,30,,,,
2022-02-05 05:40:00,,2022,2,5,5,5,40,,,,
2022-02-05 05:50:00,,2022,2,5,5,5,50,,,,
2022-02-05 06:00:00,,2022,2,5,6,5,0,,,,
2022-02-05 06:10:00,,2022,2,5,6,5,10,,,,
2022-02-05 06:20:00,,2022,2,5,6,5,20,,,,
2022-02-05 06:30:00,,2022,2,5,6,5,30,,,,
2022-02-05 06:40:00,,2022,2,5,6,5,40,,,,
2022-02-05 06:50:00,,2022,2,5,6,5,50,,,,
2022-02-05 07:00:00,,2022,2,5,7,5,0,,,,
2022-02-05 07:10:00,,2022,2,5,7,5,10,,,,
2022-02-05 07:20:00,,2022,2,5,7,5,20,,,,
2022-02-05 07:30:00,,2022,2,5,7,5,30,,,,
2022-02-05 07:40:00,,2022,2,5,7,5,40,,,,
2022-02-05 07:50:00,,2022,2,5,7,5,50,,,,
2022-02-05 08:00:00,,2022,2,5,8,5,0,,,,
2022-02-05 08:10:00,,2022,2,5,8,5,10,,,,
2022-02-05 08:20:00,,2022,2,5,8,5,20,,,,
2022-02-05 08:30:00,,2022,2,5,8,5,30,,,,
2022-02-05 08:40:00,,2022,2,5,8,5,40,,,,
2022-02-05 08:50:00,,2022,2,5,8,5,50,,,,
2022-02-05 09:00:00,,2022,2,5,9,5,0,,,,
2022-02-05 09:10:00,,2022,2,5,9,5,10,,,,
2022-02-05 09:20:00,,2022,2,5,9,5,20,,,,
2022-02-05 09:30:00,,2022,2,5,9,5,30,,,,
2022-02-05 09:40:00,,2022,2,5,9,5,40,,,,
2022-02-05 09:50:00,,2022,2,5,9,5,50,,,,
2022-02-05 10:00:00,,2022,2,5,10,5,0,,,,
2022-02-05 10:10:00,,2022,2,5,10,5,10,,,,
2022-02-05 10:20:00,,2022,2,5,10,5,20,,,,
2022-02-05 10:30:00,,2022,2,5,10,5,30,,,,
2022-02-05 10:40:00,,2022,2,5,10,5,40,,,,
2022-02-05 10:50:00,,2022,2,5,10,5,50,,,,
2022-02-05 11:00:00,,2022,2,5,11,5,0,,,,
2022-02-05 11:10:00,,2022,2,5,11,5,10,,,,
2022-02-05 11:20:00,,2022,2,5,11,5,20,,,,
2022-02-05 11:30:00,,2022,2,5,11,5,30,,,,
2022-02-05 11:40:00,,2022,2,5,11,5,40,,,,
2022-02-05 11:50:00,,2022,2,5,11,5,50,,,,
2022-02-05 12:00:00,,2022,2,5,12,5,0,,,,
2022-02-05 12:10:00,,2022,2,5,12,5,10,,,,
2022-02-05 12:20:00,,2022,2,5,12,5,20,,,,
2022-02-05 12:30:00,,2022,2,5,12,5,30,,,,
2022-02-05 12:40:00,,2022,2,5,12,5,40,,,,
2022-02-05 12:50:00,,2022,2,5,12,5,50,,,,
2022-02-05 13:00:00,,2022,2,5,13,5,0,,,,
2022-02-05 13:10:00,,2022,2,5,13,5,10,,,,
2022-02-05 13:20:00,,2022,2,5,13,5,20,,,,
2022-02-05 13:30:00,,2022,2,5,13,5,30,,,,
2022-02-05 13:40:00,,2022,2,5,13,5,40,,,,
2022-02-05 13:50:00,,2022,2,5,13,5,50,,,,
2022-02-05 14:00:00,,2022,2,5,14,5,0,,,,
2022-02-05 14:10:00,,2022,2,5,14,5,10,,,,
2022-02-05 14:20:00,,2022,2,5,14,5,20,,,,
2022-02-05 14:30:00,,2022,2,5,14,5,30,,,,
2022-02-05 14:40:00,,2022,2,5,14,5,40,,,,
2022-02-05 14:50:00,,2022,2,5,14,5,50,,,,
2022-02-05 15:00:00,,2022,2,5,15,5,0,,,,
2022-02-05 15:10:00,,2022,2,5,15,5,10,,,,
2022-02-05 15:20:00,,2022,2,5,15,5,20,,,,
2022-02-05 15:30:00,,2022,2,5,15,5,30,,,,
2022-02-05 15:40:00,,2022,2,5,15,5,40,,,,
2022-02-05 15:50:00,,2022,2,5,15,5,50,,,,
2022-02-05 16:00:00,,2022,2,5,16,5,0,,,,
2022-02-05 16:10:00,,2022,2,5,16,5,10,,,,
2022-02-05 16:20:00,,2022,2,5,16,5,20,,,,
2022-02-05 16:30:00,,2022,2,5,16,5,30,,,,
2022-02-05 16:40:00,,2022,2,5,16,5,40,,,,
2022-02-05 16:50:00,,2022,2,5,16,5,50,,,,
2022-02-05 17:00:00,,2022,2,5,17,5,0,,,,
2022-02-05 17:10:00,,2022,2,5,17,5,10,,,,
2022-02-05 17:20:00,,2022,2,5,17,5,20,,,,
2022-02-05 17:30:00,,2022,2,5,17,5,30,,,,
2022-02-05 17:40:00,,2022,2,5,17,5,40,,,,
2022-02-05 17:50:00,,2022,2,5,17,5,50,,,,
2022-02-05 18:00:00,,2022,2,5,18,5,0,,,,
2022-02-05 18:10:00,,2022,2,5,18,5,10,,,,
2022-02-05 18:20:00,,2022,2,5,18,5,20,,,,
2022-02-05 18:30:00,,2022,2,5,18,5,30,,,,
2022-02-05 18:40:00,,2022,2,5,18,5,40,,,,
2022-02-05 18:50:00,,2022,2,5,18,5,50,,,,
2022-02-05 19:00:00,,2022,2,5,19,5,0,,,,
2022-02-05 19:10:00,,2022,2,5,19,5,10,,,,
2022-02-05 19:20:00,,2022,2,5,19,5,20,,,,
2022-02-05 19:30:00,,2022,2,5,19,5,30,,,,
2022-02-05 19:40:00,,2022,2,5,19,5,40,,,,
2022-02-05 19:50:00,,2022,2,5,19,5,50,,,,
2022-02-05 20:00:00,,2022,2,5,20,5,0,,,,
2022-02-05 20:10:00,,2022,2,5,20,5,10,,,,
2022-02-05 20:20:00,,2022,2,5,20,5,20,,,,
2022-02-05 20:30:00,,2022,2,5,20,5,30,,,,
2022-02-05 20:40:00,,2022,2,5,20,5,40,,,,
2022-02-05 20:50:00,,2022,2,5,20,5,50,,,,
2022-02-05 21:00:00,,2022,2,5,21,5,0,,,,
2022-02-05 21:10:00,,2022,2,5,21,5,10,,,,
2022-02-05 21:20:00,,2022,2,5,21,5,20,,,,
2022-02-05 21:30:00,,2022,2,5,21,5,30,,,,
2022-02-05 21:40:00,,2022,2,5,21,5,40,,,,
2022-02-05 21:50:00,,2022,2,5,21,5,50,,,,
2022-02-05 22:00:00,,2022,2,5,22,5,0,,,,
2022-02-05 22:10:00,,2022,2,5,22,5,10,,,,
2022-02-05 22:20:00,,2022,2,5,22,5,20,,,,
2022-02-05 22:30:00,,2022,2,5,22,5,30,,,,
2022-02-05 22:40:00,,2022,2,5,22,5,40,,,,
2022-02-05 22:50:00,,2022,2,5,22,5,50,,,,
2022-02-05 23:00:00,,2022,2,5,23,5,0,,,,
2022-02-05 23:10:00,,2022,2,5,23,5,10,,,,
2022-02-05 23:20:00,,2022,2,5,23,5,20,,,,
2022-02-05 23:30:00,,2022,2,5,23,5,30,,,,
2022-02-05 23:40:00,,2022,2,5,23,5,40,,,,
2022-02-05 23:50:00,,2022,2,5,23,5,50,,,,
2022-02-06 00:00:00,,2022,2,6,0,6,0,,,,
2022-02-06 00:10:00,,2022,2,6,0,6,10,,,,
2022-02-06 00:20:00,,2022,2,6,0,6,20,,,,
2022-02-06 00:30:00,,2022,2,6,0,6,30,,,,
2022-02-06 00:40:00,,2022,2,6,0,6,40,,,,
2022-02-06 00:50:00,,2022,2,6,0,6,50,,,,
2022-02-06 01:00:00,,2022,2,6,1,6,0,,,,
2022-02-06 01:10:00,,2022,2,6,1,6,10,,,,
2022-02-06 01:20:00,,2022,2,6,1,6,20,,,,
2022-02-06 01:30:00,,2022,2,6,1,6,30,,,,
2022-02-06 01:40:00,,2022,2,6,1,6,40,,,,
2022-02-06 01:50:00,,2022,2,6,1,6,50,,,,
2022-02-06 02:00:00,,2022,2,6,2,6,0,,,,
2022-02-06 02:10:00,,2022,2,6,2,6,10,,,,
2022-02-06 02:20:00,,2022,2,6,2,6,20,,,,
2022-02-06 02:30:00,,2022,2,6,2,6,30,,,,
2022-02-06 02:40:00,,2022,2,6,2,6,40,,,,
2022-02-06 02:50:00,,2022,2,6,2,6,50,,,,
2022-02-06 03:00:00,,2022,2,6,3,6,0,,,,
2022-02-06 03:10:00,,2022,2,6,3,6,10,,,,
2022-02-06 03:20:00,,2022,2,6,3,6,20,,,,
2022-02-06 03:30:00,,2022,2,6,3,6,30,,,,
2022-02-06 03:40:00,,2022,2,6,3,6,40,,,,
2022-02-06 03:50:00,,2022,2,6,3,6,50,,,,
2022-02-06 04:00:00,,2022,2,6,4,6,0,,,,
2022-02-06 04:10:00,,2022,2,6,4,6,10,,,,
2022-02-06 04:20:00,,2022,2,6,4,6,20,,,,
2022-02-06 04:30:00,,2022,2,6,4,6,30,,,,
2022-02-06 04:40:00,,2022,2,6,4,6,40,,,,
2022-02-06 04:50:00,,2022,2,6,4,6,50,,,,
2022-02-06 05:00:00,,2022,2,6,5,6,0,,,,
2022-02-06 05:10:00,,2022,2,6,5,6,10,,,,
2022-02-06 05:20:00,,2022,2,6,5,6,20,,,,
2022-02-06 05:30:00,,2022,2,6,5,6,30,,,,
2022-02-06 05:40:00,,2022,2,6,5,6,40,,,,
2022-02-06 05:50:00,,2022,2,6,5,6,50,,,,
2022-02-06 06:00:00,,2022,2,6,6,6,0,,,,
2022-02-06 06:10:00,,2022,2,6,6,6,10,,,,
2022-02-06 06:20:00,,2022,2,6,6,6,20,,,,
2022-02-06 06:30:00,,2022,2,6,6,6,30,,,,
2022-02-06 06:40:00,,2022,2,6,6,6,40,,,,
2022-02-06 06:50:00,,2022,2,6,6,6,50,,,,
2022-02-06 07:00:00,,2022,2,6,7,6,0,,,,
2022-02-06 07:10:00,,2022,2,6,7,6,10,,,,
2022-02-06 07:20:00,,2022,2,6,7,6,20,,,,
2022-02-06 07:30:00,,2022,2,6,7,6,30,,,,
2022-02-06 07:40:00,,2022,2,6,7,6,40,,,,
2022-02-06 07:50:00,,2022,2,6,7,6,50,,,,
2022-02-06 08:00:00,,2022,2,6,8,6,0,,,,
2022-02-06 08:10:00,,2022,2,6,8,6,10,,,,
2022-02-06 08:20:00,,2022,2,6,8,6,20,,,,
2022-02-06 08:30:00,,2022,2,6,8,6,30,,,,
2022-02-06 08:40:00,,2022,2,6,8,6,40,,,,
2022-02-06 08:50:00,,2022,2,6,8,6,50,,,,
2022-02-06 09:00:00,,2022,2,6,9,6,0,,,,
2022-02-06 09:10:00,,2022,2,6,9,6,10,,,,
2022-02-06 09:20:00,,2022,2,6,9,6,20,,,,
2022-02-06 09:30:00,,2022,2,6,9,6,30,,,,
2022-02-06 09:40:00,,2022,2,6,9,6,40,,,,
2022-02-06 09:50:00,,2022,2,6,9,6,50,,,,
2022-02-06 10:00:00,,2022,2,6,10,6,0,,,,
2022-02-06 10:10:00,,2022,2,6,10,6,10,,,,
2022-02-06 10:20:00,,2022,2,6,10,6,20,,,,
2022-02-06 10:30:00,,2022,2,6,10,6,30,,,,
2022-02-06 10:40:00,,2022,2,6,10,6,40,,,,
2022-02-06 10:50:00,,2022,2,6,10,6,50,,,,
2022-02-06 11:00:00,,2022,2,6,11,6,0,,,,
2022-02-06 11:10:00,,2022,2,6,11,6,10,,,,
2022-02-06 11:20:00,,2022,2,6,11,6,20,,,,
2022-02-06 11:30:00,,2022,2,6,11,6,30,,,,
2022-02-06 11:40:00,,2022,2,6,11,6,40,,,,
2022-02-06 11:50:00,,2022,2,6,11,6,50,,,,
2022-02-06 12:00:00,,2022,2,6,12,6,0,,,,
2022-02-06 12:10:00,,2022,2,6,12,6,10,,,,
2022-02-06 12:20:00,,2022,2,6,12,6,20,,,,
2022-02-06 12:30:00,,2022,2,6,12,6,30,,,,
2022-02-06 12:40:00,,2022,2,6,12,6,40,,,,
2022-02-06 12:50:00,,2022,2,6,12,6,50,,,,
2022-02-06 13:00:00,,2022,2,6,13,6,0,,,,
2022-02-06 13:10:00,,2022,2,6,13,6,10,,,,
2022-02-06 13:20:00,,2022,2,6,13,6,20,,,,
2022-02-06 13:30:00,,2022,2,6,13,6,30,,,,
2022-02-06 13:40:00,,2022,2,6,13,6,40,,,,
2022-02-06 13:50:00,,2022,2,6,13,6,50,,,,
2022-02-06 14:00:00,,2022,2,6,14,6,0,,,,
2022-02-06 14:10:00,,2022,2,6,14,6,10,,,,
2022-02-06 14:20:00,,2022,2,6,14,6,20,,,,
2022-02-06 14:30:00,,2022,2,6,14,6,30,,,,
2022-02-06 14:40:00,,2022,2,6,14,6,40,,,,
2022-02-06 14:50:00,,2022,2,6,14,6,50,,,,
2022-02-06 15:00:00,,2022,2,6,15,6,0,,,,
2022-02-06 15:10:00,,2022,2,6,15,6,10,,,,
2022-02-06 15:20:00,,2022,2,6,15,6,20,,,,
2022-02-06 15:30:00,,2022,2,6,15,6,30,,,,
2022-02-06 15:40:00,,2022,2,6,15,6,40,,,,
2022-02-06 15:50:00,,2022,2,6,15,6,50,,,,
2022-02-06 16:00:00,,2022,2,6,16,6,0,,,,
2022-02-06 16:10:00,,2022,2,6,16,6,10,,,,
2022-02-06 16:20:00,,2022,2,6,16,6,20,,,,
2022-02-06 16:30:00,,2022,2,6,16,6,30,,,,
2022-02-06 16:40:00,,2022,2,6,16,6,40,,,,
2022-02-06 16:50:00,,2022,2,6,16,6,50,,,,
2022-02-06 17:00:00,,2022,2,6,17,6,0,,,,
2022-02-06 17:10:00,,2022,2,6,17,6,10,,,,
2022-02-06 17:20:00,,2022,2,6,17,6,20,,,,
2022-02-06 17:30:00,,2022,2,6,17,6,30,,,,
2022-02-06 17:40:00,,2022,2,6,17,6,40,,,,
2022-02-06 17:50:00,,2022,2,6,17,6,50,,,,
2022-02-06 18:00:00,,2022,2,6,18,6,0,,,,
2022-02-06 18:10:00,,2022,2,6,18,6,10,,,,
2022-02-06 18:20:00,,2022,2,6,18,6,20,,,,
2022-02-06 18:30:00,,2022,2,6,18,6,30,,,,
2022-02-06 18:40:00,,2022,2,6,18,6,40,,,,
2022-02-06 18:50:00,,2022,2,6,18,6,50,,,,
2022-02-06 19:00:00,,2022,2,6,19,6,0,,,,
2022-02-06 19:10:00,,2022,2,6,19,6,10,,,,
2022-02-06 19:20:00,,2022,2,6,19,6,20,,,,
2022-02-06 19:30:00,,2022,2,6,19,6,30,,,,
2022-02-06 19:40:00,,2022,2,6,19,6,40,,,,
2022-02-06 19:50:00,,2022,2,6,19,6,50,,,,
2022-02-06 20:00:00,,2022,2,6,20,6,0,,,,
2022-02-06 20:10:00,,2022,2,6,20,6,10,,,,
2022-02-06 20:20:00,,2022,2,6,20,6,20,,,,
2022-02-06 20:30:00,,2022,2,6,20,6,30,,,,
2022-02-06 20:40:00,,2022,2,6,20,6,40,,,,
2022-02-06 20:50:00,,2022,2,6,20,6,50,,,,
2022-02-06 21:00:00,,2022,2,6,21,6,0,,,,
2022-02-06 21:10:00,,2022,2,6,21,6,10,,,,
2022-02-06 21:20:00,,2022,2,6,21,6,20,,,,
2022-02-06 21:30:00,,2022,2,6,21,6,30,,,,
2022-02-06 21:40:00,,2022,2,6,21,6,40,,,,
2022-02-06 21:50:00,,2022,2,6,21,6,50,,,,
2022-02-06 22:00:00,,2022,2,6,22,6,0,,,,
2022-02-06 22:10:00,,2022,2,6,22,6,10,,,,
2022-02-06 22:20:00,,2022,2,6,22,6,20,,,,
2022-02-06 22:30:00,,2022,2,6,22,6,30,,,,
2022-02-06 22:40:00,,2022,2,6,22,6,40,,,,
2022-02-06 22:50:00,,2022,2,6,22,6,50,,,,
2022-02-06 23:00:00,,2022,2,6,23,6,0,,,,
2022-02-06 23:10:00,,2022,2,6,23,6,10,,,,
2022-02-06 23:20:00,,2022,2,6,23,6,20,,,,
2022-02-06 23:30:00,,2022,2,6,23,6,30,,,,
2022-02-06 23:40:00,,2022,2,6,23,6,40,,,,
2022-02-06 23:50:00,,2022,2,6,23,6,50,,,,
2022-02-07 00:00:00,,2022,2,7,0,0,0,,,,
2022-02-07 00:10:00,,2022,2,7,0,0,10,,,,
2022-02-07 00:20:00,,2022,2,7,0,0,20,,,,
2022-02-07 00:30:00,,2022,2,7,0,0,30,,,,
2022-02-07 00:40:00,,2022,2,7,0,0,40,,,,
2022-02-07 00:50:00,,2022,2,7,0,0,50,,,,
2022-02-07 01:00:00,,2022,2,7,1,0,0,,,,
2022-02-07 01:10:00,,2022,2,7,1,0,10,,,,
2022-02-07 01:20:00,,2022,2,7,1,0,20,,,,
2022-02-07 01:30:00,,2022,2,7,1,0,30,,,,
2022-02-07 01:40:00,,2022,2,7,1,0,40,,,,
2022-02-07 01:50:00,,2022,2,7,1,0,50,,,,
2022-02-07 02:00:00,,2022,2,7,2,0,0,,,,
2022-02-07 02:10:00,,2022,2,7,2,0,10,,,,
2022-02-07 02:20:00,,2022,2,7,2,0,20,,,,
2022-02-07 02:30:00,,2022,2,7,2,0,30,,,,
2022-02-07 02:40:00,,2022,2,7,2,0,40,,,,
2022-02-07 02:50:00,,2022,2,7,2,0,50,,,,
2022-02-07 03:00:00,,2022,2,7,3,0,0,,,,
2022-02-07 03:10:00,,2022,2,7,3,0,10,,,,
2022-02-07 03:20:00,,2022,2,7,3,0,20,,,,
2022-02-07 03:30:00,,2022,2,7,3,0,30,,,,
2022-02-07 03:40:00,,2022,2,7,3,0,40,,,,
2022-02-07 03:50:00,,2022,2,7,3,0,50,,,,
2022-02-07 04:00:00,,2022,2,7,4,0,0,,,,
2022-02-07 04:10:00,,2022,2,7,4,0,10,,,,
2022-02-07 04:20:00,,2022,2,7,4,0,20,,,,
2022-02-07 04:30:00,,2022,2,7,4,0,30,,,,
2022-02-07 04:40:00,,2022,2,7,4,0,40,,,,
2022-02-07 04:50:00,,2022,2,7,4,0,50,,,,
2022-02-07 05:00:00,,2022,2,7,5,0,0,,,,
2022-02-07 05:10:00,,2022,2,7,5,0,10,,,,
2022-02-07 05:20:00,,2022,2,7,5,0,20,,,,
2022-02-07 05:30:00,,2022,2,7,5,0,30,,,,
2022-02-07 05:40:00,,2022,2,7,5,0,40,,,,
2022-02-07 05:50:00,,2022,2,7,5,0,50,,,,
2022-02-07 06:00:00,,2022,2,7,6,0,0,,,,
2022-02-07 06:10:00,,2022,2,7,6,0,10,,,,
2022-02-07 06:20:00,,2022,2,7,6,0,20,,,,
2022-02-07 06:30:00,,2022,2,7,6,0,30,,,,
2022-02-07 06:40:00,,2022,2,7,6,0,40,,,,
2022-02-07 06:50:00,,2022,2,7,6,0,50,,,,
2022-02-07 07:00:00,,2022,2,7,7,0,0,,,,
2022-02-07 07:10:00,,2022,2,7,7,0,10,,,,
2022-02-07 07:20:00,,2022,2,7,7,0,20,,,,
2022-02-07 07:30:00,,2022,2,7,7,0,30,,,,
2022-02-07 07:40:00,,2022,2,7,7,0,40,,,,
2022-02-07 07:50:00,,2022,2,7,7,0,50,,,,
2022-02-07 08:00:00,,2022,2,7,8,0,0,,,,
2022-02-07 08:10:00,,2022,2,7,8,0,10,,,,
2022-02-07 08:20:00,,2022,2,7,8,0,20,,,,
2022-02-07 08:30:00,,2022,2,7,8,0,30,,,,
2022-02-07 08:40:00,,2022,2,7,8,0,40,,,,
2022-02-07 08:50:00,,2022,2,7,8,0,50,,,,
2022-02-07 09:00:00,,2022,2,7,9,0,0,,,,
2022-02-07 09:10:00,,2022,2,7,9,0,10,,,,
2022-02-07 09:20:00,,2022,2,7,9,0,20,,,,
2022-02-07 09:30:00,,2022,2,7,9,0,30,,,,
2022-02-07 09:40:00,,2022,2,7,9,0,40,,,,
2022-02-07 09:50:00,,2022,2,7,9,0,50,,,,
2022-02-07 10:00:00,,2022,2,7,10,0,0,,,,
2022-02-07 10:10:00,,2022,2,7,10,0,10,,,,
2022-02-07 10:20:00,,2022,2,7,10,0,20,,,,
2022-02-07 10:30:00,,2022,2,7,10,0,30,,,,
2022-02-07 10:40:00,,2022,2,7,10,0,40,,,,
2022-02-07 10:50:00,,2022,2,7,10,0,50,,,,
2022-02-07 11:00:00,,2022,2,7,11,0,0,,,,
2022-02-07 11:10:00,,2022,2,7,11,0,10,,,,
2022-02-07 11:20:00,,2022,2,7,11,0,20,,,,
2022-02-07 11:30:00,,2022,2,7,11,0,30,,,,
2022-02-07 11:40:00,,2022,2,7,11,0,40,,,,
2022-02-07 11:50:00,,2022,2,7,11,0,50,,,,
2022-02-07 12:00:00,,2022,2,7,12,0,0,,,,
2022-02-07 12:10:00,,2022,2,7,12,0,10,,,,
2022-02-07 12:20:00,,2022,2,7,12,0,20,,,,
2022-02-07 12:30:00,,2022,2,7,12,0,30,,,,
2022-02-07 12:40:00,,2022,2,7,12,0,40,,,,
2022-02-07 12:50:00,,2022,2,7,12,0,50,,,,
2022-02-07 13:00:00,,2022,2,7,13,0,0,,,,
2022-02-07 13:10:00,,2022,2,7,13,0,10,,,,
2022-02-07 13:20:00,,2022,2,7,13,0,20,,,,
2022-02-07 13:30:00,,2022,2,7,13,0,30,,,,
2022-02-07 13:40:00,,2022,2,7,13,0,40,,,,
2022-02-07 13:50:00,,2022,2,7,13,0,50,,,,
2022-02-07 14:00:00,,2022,2,7,14,0,0,,,,
2022-02-07 14:10:00,,2022,2,7,14,0,10,,,,
2022-02-07 14:20:00,,2022,2,7,14,0,20,,,,
2022-02-07 14:30:00,,2022,2,7,14,0,30,,,,
2022-02-07 14:40:00,,2022,2,7,14,0,40,,,,
2022-02-07 14:50:00,,2022,2,7,14,0,50,,,,
2022-02-07 15:00:00,,2022,2,7,15,0,0,,,,
2022-02-07 15:10:00,,2022,2,7,15,0,10,,,,
2022-02-07 15:20:00,,2022,2,7,15,0,20,,,,
2022-02-07 15:30:00,,2022,2,7,15,0,30,,,,
2022-02-07 15:40:00,,2022,2,7,15,0,40,,,,
2022-02-07 15:50:00,,2022,2,7,15,0,50,,,,
2022-02-07 16:00:00,,2022,2,7,16,0,0,,,,
2022-02-07 16:10:00,,2022,2,7,16,0,10,,,,
2022-02-07 16:20:00,,2022,2,7,16,0,20,,,,
2022-02-07 16:30:00,,2022,2,7,16,0,30,,,,
2022-02-07 16:40:00,,2022,2,7,16,0,40,,,,
2022-02-07 16:50:00,,2022,2,7,16,0,50,,,,
2022-02-07 17:00:00,,2022,2,7,17,0,0,,,,
2022-02-07 17:10:00,,2022,2,7,17,0,10,,,,
2022-02-07 17:20:00,,2022,2,7,17,0,20,,,,
2022-02-07 17:30:00,,2022,2,7,17,0,30,,,,
2022-02-07 17:40:00,,2022,2,7,17,0,40,,,,
2022-02-07 17:50:00,,2022,2,7,17,0,50,,,,
2022-02-07 18:00:00,,2022,2,7,18,0,0,,,,
2022-02-07 18:10:00,,2022,2,7,18,0,10,,,,
2022-02-07 18:20:00,,2022,2,7,18,0,20,,,,
2022-02-07 18:30:00,,2022,2,7,18,0,30,,,,
2022-02-07 18:40:00,,2022,2,7,18,0,40,,,,
2022-02-07 18:50:00,,2022,2,7,18,0,50,,,,
2022-02-07 19:00:00,,2022,2,7,19,0,0,,,,
2022-02-07 19:10:00,,2022,2,7,19,0,10,,,,
2022-02-07 19:20:00,,2022,2,7,19,0,20,,,,
